annotator	argumentative	overall quality	local acceptability	appropriateness	arrangement	clarity	cogency	effectiveness	global acceptability	global relevance	global sufficiency	reasonableness	local relevance	credibility	emotional appeal	sufficiency	argument	#id	issue	stance
3	y	1 (Low)	1 (Low)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	P.E doesn't help fat kids the fat kids just eat too much or they are growing and eventually they will be normal.	arg216634	should-physical-education-be-mandatory-in-schools	no
1	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	phy. ed is just another class. students should start to be responsible for their actions by the time they are in highschool. if they are responsible with a car, then they should be responsible with their health. the tax payers also dont realize that they are paying for students to go swimming or play the whole hour.	arg110967	should-physical-education-be-mandatory-in-schools	no
2	y	2 (Average)	3 (High)	3 (High)	1 (Low)	3 (High)	2 (Average)	1 (Low)	3 (High)	2 (Average)	1 (Low)	2 (Average)	3 (High)	2 (Average)	2 (Average)	1 (Low)	phy. ed is just another class. students should start to be responsible for their actions by the time they are in highschool. if they are responsible with a car, then they should be responsible with their health. the tax payers also dont realize that they are paying for students to go swimming or play the whole hour.	arg110967	should-physical-education-be-mandatory-in-schools	no
3	y	2 (Average)	2 (Average)	2 (Average)	2 (Average)	3 (High)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	phy. ed is just another class. students should start to be responsible for their actions by the time they are in highschool. if they are responsible with a car, then they should be responsible with their health. the tax payers also dont realize that they are paying for students to go swimming or play the whole hour.	arg110967	should-physical-education-be-mandatory-in-schools	no
1	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	OK no and yes I think p.e should be education which is teaching students how to eat right and live a healthy life style not making a fat kid run 10 laps around a track but showing them that eating right and exercise can BE FUN not having an obese child being bully because they can't run as fast as someone else. That is what physical education could be real EDUCATION. Students should not feel bad if they can't run a 5k or do 20 push ups	arg271353	should-physical-education-be-mandatory-in-schools	no
2	y	3 (High)	3 (High)	3 (High)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	2 (Average)	1 (Low)	OK no and yes I think p.e should be education which is teaching students how to eat right and live a healthy life style not making a fat kid run 10 laps around a track but showing them that eating right and exercise can BE FUN not having an obese child being bully because they can't run as fast as someone else. That is what physical education could be real EDUCATION. Students should not feel bad if they can't run a 5k or do 20 push ups	arg271353	should-physical-education-be-mandatory-in-schools	no
3	y	2 (Average)	3 (High)	2 (Average)	2 (Average)	2 (Average)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	OK no and yes I think p.e should be education which is teaching students how to eat right and live a healthy life style not making a fat kid run 10 laps around a track but showing them that eating right and exercise can BE FUN not having an obese child being bully because they can't run as fast as someone else. That is what physical education could be real EDUCATION. Students should not feel bad if they can't run a 5k or do 20 push ups	arg271353	should-physical-education-be-mandatory-in-schools	no
1	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	Sport should not be compulsaryy!!!!!!!!!!!!!!! <br/> So man kids get bullied in pe because they are fatter then others or more unfit! Bullies pick there victims each day in pe so all u guys on the affirmative team are WRONG!	arg485419	should-physical-education-be-mandatory-in-schools	no
2	y	1 (Low)	1 (Low)	1 (Low)	2 (Average)	3 (High)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	Sport should not be compulsaryy!!!!!!!!!!!!!!! <br/> So man kids get bullied in pe because they are fatter then others or more unfit! Bullies pick there victims each day in pe so all u guys on the affirmative team are WRONG!	arg485419	should-physical-education-be-mandatory-in-schools	no
3	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	3 (High)	1 (Low)	Sport should not be compulsaryy!!!!!!!!!!!!!!! <br/> So man kids get bullied in pe because they are fatter then others or more unfit! Bullies pick there victims each day in pe so all u guys on the affirmative team are WRONG!	arg485419	should-physical-education-be-mandatory-in-schools	no
1	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	How are we supposed to curb childhood obesity if we don't start at a young age?	arg213068	should-physical-education-be-mandatory-in-schools	yes
2	y	1 (Low)	2 (Average)	3 (High)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	How are we supposed to curb childhood obesity if we don't start at a young age?	arg213068	should-physical-education-be-mandatory-in-schools	yes
3	y	1 (Low)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	3 (High)	2 (Average)	1 (Low)	1 (Low)	How are we supposed to curb childhood obesity if we don't start at a young age?	arg213068	should-physical-education-be-mandatory-in-schools	yes
1	y	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	arg107456	should-physical-education-be-mandatory-in-schools	yes
2	y	3 (High)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	2 (Average)	2 (Average)	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	arg107456	should-physical-education-be-mandatory-in-schools	yes
3	y	3 (High)	3 (High)	2 (Average)	2 (Average)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	2 (Average)	3 (High)	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	arg107456	should-physical-education-be-mandatory-in-schools	yes
1	y	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	3 (High)	2 (Average)	3 (High)	3 (High)	2 (Average)	2 (Average)	3 (High)	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	arg7751	should-physical-education-be-mandatory-in-schools	yes
2	y	2 (Average)	2 (Average)	3 (High)	2 (Average)	3 (High)	2 (Average)	2 (Average)	3 (High)	1 (Low)	1 (Low)	2 (Average)	3 (High)	2 (Average)	2 (Average)	1 (Low)	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	arg7751	should-physical-education-be-mandatory-in-schools	yes
3	y	2 (Average)	3 (High)	2 (Average)	2 (Average)	3 (High)	2 (Average)	2 (Average)	3 (High)	2 (Average)	1 (Low)	2 (Average)	3 (High)	2 (Average)	2 (Average)	2 (Average)	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	arg7751	should-physical-education-be-mandatory-in-schools	yes
1	y	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	arg260899	should-physical-education-be-mandatory-in-schools	yes
2	y	1 (Low)	3 (High)	3 (High)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	arg260899	should-physical-education-be-mandatory-in-schools	yes
3	y	2 (Average)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	arg260899	should-physical-education-be-mandatory-in-schools	yes
1	y	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	2 (Average)	i think that PE clases should be obligatory in school to help the problem of obecity.	arg107445	should-physical-education-be-mandatory-in-schools	yes
2	y	1 (Low)	3 (High)	3 (High)	2 (Average)	3 (High)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	3 (High)	2 (Average)	2 (Average)	1 (Low)	i think that PE clases should be obligatory in school to help the problem of obecity.	arg107445	should-physical-education-be-mandatory-in-schools	yes
3	y	1 (Low)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	i think that PE clases should be obligatory in school to help the problem of obecity.	arg107445	should-physical-education-be-mandatory-in-schools	yes
1	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol	arg37974	should-physical-education-be-mandatory-in-schools	yes
2	y	1 (Low)	2 (Average)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol	arg37974	should-physical-education-be-mandatory-in-schools	yes
3	y	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	1 (Low)	2 (Average)	2 (Average)	1 (Low)	1 (Low)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol	arg37974	should-physical-education-be-mandatory-in-schools	yes
1	y	2 (Average)	2 (Average)	1 (Low)	2 (Average)	1 (Low)	3 (High)	2 (Average)	2 (Average)	2 (Average)	1 (Low)	2 (Average)	3 (High)	2 (Average)	2 (Average)	2 (Average)	"schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote ""if we had PE conditions would be easier and would have made conditioning simple"" the lack of exercise had caused them to only accomplish only 3 push-ups!"	arg230691	should-physical-education-be-mandatory-in-schools	yes
